  TEMPO #       VELOCID #                  POSICAO #              dv/dt #              dxdt
   29.3 #       1214.4067409658676 #       39771.65498034147    # -9.688638580322925 # 1214.4067409658676
   29.4 #       1213.4378771078352 #       39893.09565443805    # -9.688271465415722 # 1213.4378771078352
   29.5 #       1212.4690499612936 #       40014.43944214884    # -9.687904664236187 # 1212.4690499612936
   29.6 #       1211.50025949487   #       40135.68634714497    # -9.687538176721745 # 1211.50025949487  
   29.7 #       1210.5315056771979 #       40256.836373094455   # -9.687172002809886 # 1210.5315056771979
   29.8 #       1209.562788476917  #       40377.889523662176   # -9.686806142438158 # 1209.562788476917 
   29.9 #       1208.5941078626731 #       40498.845802509866   # -9.686440595544168 # 1208.5941078626731
   30.0 #       1207.6254638031187 #       40619.70521329613    # -9.686075362065582 # 1207.6254638031187
   30.1 #       1206.6568562669122 #       40740.467759676445   # -9.685710441940126 # 1206.6568562669122
   30.2 #       1205.6882852227182 #       40861.13344530314    # -9.685345835105586 # 1205.6882852227182
   30.3 #       1204.7197506392076 #       40981.70227382541    # -9.684981541499806 # 1204.7197506392076
   30.4 #       1203.7512524850576 #       41102.17424888933    # -9.68461756106069  # 1203.7512524850576
   30.5 #       1202.7827907289516 #       41222.54937413784    # -9.684253893726202 # 1202.7827907289516
   30.6 #       1201.814365339579  #       41342.827653210734   # -9.683890539434366 # 1201.814365339579 
   30.7 #       1200.8459762856355 #       41463.00908974469    # -9.683527498123262 # 1200.8459762856355
   30.8 #       1199.8776235358232 #       41583.09368737326    # -9.68316476973103  # 1199.8776235358232
   30.9 #       1198.9093070588501 #       41703.08144972684    # -9.682802354195875 # 1198.9093070588501
   31.0 #       1197.9410268234305 #       41822.97238043272    # -9.682440251456054 # 1197.9410268234305
   31.1 #       1196.972782798285  #       41942.76648311507    # -9.682078461449885 # 1196.972782798285 
   31.2 #       1196.00457495214   #       42062.463761394894   # -9.681716984115747 # 1196.00457495214  
   31.3 #       1195.0364032537284 #       42182.06421889011    # -9.681355819392078 # 1195.0364032537284
   31.4 #       1194.0682676717893 #       42301.56785921549    # -9.68099496721737  # 1194.0682676717893
   31.5 #       1193.1001681750674 #       42420.97468598266    # -9.680634427530185 # 1193.1001681750674
   31.6 #       1192.1321047323145 #       42540.28470280017    # -9.680274200269132 # 1192.1321047323145
   31.7 #       1191.1640773122876 #       42659.4979132734     # -9.679914285372888 # 1191.1640773122876
   31.8 #       1190.1960858837504 #       42778.61432100463    # -9.679554682780184 # 1190.1960858837504
   31.9 #       1189.2281304154724 #       42897.633929593      # -9.67919539242981  # 1189.2281304154724
   32.0 #       1188.2602108762294 #       43016.55674263455    # -9.678836414260614 # 1188.2602108762294
   32.1 #       1187.2923272348032 #       43135.38276372218    # -9.678477748211511 # 1187.2923272348032
   32.2 #       1186.324479459982  #       43254.11199644566    # -9.678119394221465 # 1186.324479459982 
   32.3 #       1185.35666752056   #       43372.74444439166    # -9.677761352229505 # 1185.35666752056  
   32.4 #       1184.388891385337  #       43491.280111143715   # -9.677403622174717 # 1184.388891385337 
   32.5 #       1183.4211510231196 #       43609.719000282246   # -9.677046203996241 # 1183.4211510231196
   32.6 #       1182.45344640272   #       43728.06111538456    # -9.676689097633286 # 1182.45344640272  
   32.7 #       1181.4857774929567 #       43846.30646002483    # -9.676332303025111 # 1181.4857774929567
   32.8 #       1180.5181442626542 #       43964.455037774125   # -9.675975820111036 # 1180.5181442626542
   32.9 #       1179.550546680643  #       44082.50685220039    # -9.675619648830445 # 1179.550546680643 
   33.0 #       1178.58298471576   #       44200.461906868455   # -9.675263789122772 # 1178.58298471576  
   33.1 #       1177.6154583368477 #       44318.32020534003    # -9.674908240927513 # 1177.6154583368477
   33.2 #       1176.647967512755  #       44436.08175117372    # -9.67455300418423  # 1176.647967512755 
   33.3 #       1175.6805122123367 #       44553.746547924995   # -9.674198078832529 # 1175.6805122123367
   33.4 #       1174.7130924044534 #       44671.31459914623    # -9.673843464812085 # 1174.7130924044534
   33.5 #       1173.7457080579723 #       44788.78590838667    # -9.673489162062634 # 1173.7457080579723
   33.6 #       1172.778359141766  #       44906.16047919247    # -9.673135170523961 # 1172.778359141766 
   33.7 #       1171.8110456247136 #       45023.43831510664    # -9.672781490135916 # 1171.8110456247136
   33.8 #       1170.8437674757001 #       45140.619419669114   # -9.672428120838406 # 1170.8437674757001
   33.9 #       1169.8765246636162 #       45257.70379641668    # -9.672075062571393 # 1169.8765246636162
   34.0 #       1168.909317157359  #       45374.691448883044   # -9.671722315274904 # 1168.909317157359 
   34.1 #       1167.9421449258316 #       45491.58238059878    # -9.671369878889022 # 1167.9421449258316
   34.2 #       1166.9750079379428 #       45608.376595091366   # -9.671017753353883 # 1166.9750079379428
   34.3 #       1166.0079061626075 #       45725.07409588516    # -9.670665938609687 # 1166.0079061626075
   34.4 #       1165.0408395687466 #       45841.67488650142    # -9.670314434596696 # 1165.0408395687466
   34.5 #       1164.0738081252869 #       45958.1789704583     # -9.669963241255223 # 1164.0738081252869
   34.6 #       1163.1068118011613 #       46074.58635127083    # -9.669612358525637 # 1163.1068118011613
   34.7 #       1162.1398505653087 #       46190.89703245095    # -9.669261786348374 # 1162.1398505653087
   34.8 #       1161.172924386674  #       46307.11101750748    # -9.668911524663923 # 1161.172924386674 
   34.9 #       1160.2060332342076 #       46423.22830994615    # -9.668561573412834 # 1160.2060332342076
   35.0 #       1159.2391770768663 #       46539.24891326957    # -9.668211932535712 # 1159.2391770768663
   35.1 #       1158.2723558836128 #       46655.17283097726    # -9.667862601973221 # 1158.2723558836128
   35.2 #       1157.3055696234155 #       46771.00006656562    # -9.667513581666089 # 1157.3055696234155
   35.3 #       1156.3388182652488 #       46886.73062352796    # -9.667164871555087 # 1156.3388182652488
   35.4 #       1155.3721017780933 #       47002.36450535449    # -9.666816471581065 # 1155.3721017780933
   35.5 #       1154.4054201309352 #       47117.9017155323     # -9.666468381684911 # 1154.4054201309352
   35.6 #       1153.4387732927667 #       47233.342257545395   # -9.666120601807586 # 1153.4387732927667
   35.7 #       1152.472161232586  #       47348.686134874675   # -9.665773131890099 # 1152.472161232586 
   35.8 #       1151.505583919397  #       47463.93335099793    # -9.665425971873526 # 1151.505583919397 
   35.9 #       1150.5390413222096 #       47579.083909389876   # -9.665079121698993 # 1150.5390413222096
   36.0 #       1149.5725334100398 #       47694.137813522095   # -9.664732581307684 # 1149.5725334100398
   36.1 #       1148.606060151909  #       47809.0950668631     # -9.664386350640852 # 1148.606060151909 
   36.2 #       1147.639621516845  #       47923.95567287829    # -9.664040429639792 # 1147.639621516845 
   36.3 #       1146.6732174738809 #       48038.71963502998    # -9.663694818245864 # 1146.6732174738809
   36.4 #       1145.7068479920563 #       48153.386956777365   # -9.663349516400496 # 1145.7068479920563
   36.5 #       1144.7405130404163 #       48267.95764157657    # -9.663004524045155 # 1144.7405130404163
   36.6 #       1143.7742125880118 #       48382.431692880615   # -9.662659841121378 # 1143.7742125880118
   36.7 #       1142.8079466038996 #       48496.80911413942    # -9.662315467570757 # 1142.8079466038996
   36.8 #       1141.8417150571424 #       48611.08990879981    # -9.66197140333494  # 1141.8417150571424
   36.9 #       1140.875517916809  #       48725.27408030553    # -9.66162764835564  # 1140.875517916809 
   37.0 #       1139.9093551519734 #       48839.36163209721    # -9.661284202574613 # 1139.9093551519734
   37.1 #       1138.9432267317159 #       48953.352567612405   # -9.66094106593369  # 1138.9432267317159
   37.2 #       1137.9771326251225 #       49067.246890285576   # -9.660598238374744 # 1137.9771326251225
   37.3 #       1137.011072801285  #       49181.044603548085   # -9.66025571983972  # 1137.011072801285 
   37.4 #       1136.0450472293012 #       49294.74571082821    # -9.659913510270606 # 1136.0450472293012
   37.5 #       1135.0790558782742 #       49408.35021555114    # -9.659571609609461 # 1135.0790558782742
   37.6 #       1134.1130987173133 #       49521.85812113897    # -9.659230017798395 # 1134.1130987173133
   37.7 #       1133.1471757155334 #       49635.269431010696   # -9.65888873477957  # 1133.1471757155334
   37.8 #       1132.1812868420554 #       49748.58414858225    # -9.658547760495217 # 1132.1812868420554
   37.9 #       1131.2154320660059 #       49861.802277266455   # -9.658207094887622 # 1131.2154320660059
   38.0 #       1130.249611356517  #       49974.92382047306    # -9.657866737899116 # 1130.249611356517 
   38.1 #       1129.2838246827273 #       50087.948781608706   # -9.657526689472105 # 1129.2838246827273
   38.2 #       1128.31807201378   #       50200.87716407698    # -9.657186949549041 # 1128.31807201378  
   38.3 #       1127.3523533188252 #       50313.708971278356   # -9.656847518072436 # 1127.3523533188252
   38.4 #       1126.386668567018  #       50426.44420661024    # -9.656508394984863 # 1126.386668567018 
   38.5 #       1125.4210177275195 #       50539.08287346694    # -9.656169580228946 # 1125.4210177275195
   38.6 #       1124.4554007694967 #       50651.62497523969    # -9.655831073747372 # 1124.4554007694967
   38.7 #       1123.489817662122  #       50764.07051531664    # -9.655492875482881 # 1123.489817662122 
   38.8 #       1122.5242683745737 #       50876.419497082854   # -9.655154985378275 # 1122.5242683745737
   38.9 #       1121.558752876036  #       50988.67192392031    # -9.654817403376407 # 1121.558752876036 
   39.0 #       1120.5932711356982 #       51100.82779920791    # -9.654480129420193 # 1120.5932711356982
   39.1 #       1119.6278231227561 #       51212.88712632148    # -9.654143163452602 # 1119.6278231227561
   39.2 #       1118.662408806411  #       51324.84990863376    # -9.653806505416664 # 1118.662408806411 
   39.3 #       1117.6970281558692 #       51436.7161495144     # -9.653470155255462 # 1117.6970281558692
   39.4 #       1116.7316811403437 #       51548.48585232999    # -9.653134112912142 # 1116.7316811403437
   39.5 #       1115.7663677290525 #       51660.15902044403    # -9.652798378329896 # 1115.7663677290525
   39.6 #       1114.8010878912196 #       51771.73565721694    # -9.652462951451987 # 1114.8010878912196
   39.7 #       1113.8358415960745 #       51883.21576600606    # -9.652127832221726 # 1113.8358415960745
   39.8 #       1112.8706288128524 #       51994.59935016567    # -9.651793020582483 # 1112.8706288128524
   39.9 #       1111.9054495107941 #       52105.88641304696    # -9.651458516477685 # 1111.9054495107941
   40.0 #       1110.9403036591464 #       52217.07695799804    # -9.65112431985082  # 1110.9403036591464
   40.1 #       1109.9751912271613 #       52328.170988363956   # -9.650790430645422 # 1109.9751912271613
   40.2 #       1109.0101121840967 #       52439.16850748667    # -9.6504568488051   # 1109.0101121840967
   40.3 #       1108.045066499216  #       52550.06951870508    # -9.650123574273499 # 1108.045066499216 
   40.4 #       1107.0800541417887 #       52660.874025355      # -9.649790606994332 # 1107.0800541417887
   40.5 #       1106.1150750810891 #       52771.582030769176   # -9.649457946911374 # 1106.1150750810891
   40.6 #       1105.150129286398  #       52882.193538277286   # -9.649125593968447 # 1105.150129286398 
   40.7 #       1104.185216727001  #       52992.70855120593    # -9.648793548109433 # 1104.185216727001 
   40.8 #       1103.22033737219   #       53103.127072878626   # -9.648461809278274 # 1103.22033737219  
   40.9 #       1102.255491191262  #       53213.449106615844   # -9.648130377418958 # 1102.255491191262 
   41.0 #       1101.2906781535203 #       53323.67465573497    # -9.647799252475549 # 1101.2906781535203
   41.1 #       1100.3258982282728 #       53433.80372355032    # -9.647468434392149 # 1100.3258982282728
   41.2 #       1099.3611513848336 #       53543.83631337315    # -9.647137923112927 # 1099.3611513848336
   41.3 #       1098.3964375925223 #       53653.77242851163    # -9.646807718582107 # 1098.3964375925223
   41.4 #       1097.431756820664  #       53763.61207227088    # -9.64647782074396  # 1097.431756820664 
   41.5 #       1096.4671090385896 #       53873.355247952946   # -9.646148229542836 # 1096.4671090385896
   41.6 #       1095.5024942156354 #       53983.0019588568     # -9.64581894492312  # 1095.5024942156354
   41.7 #       1094.537912321143  #       54092.552208278365   # -9.645489966829256 # 1094.537912321143 
   41.8 #       1093.5733633244602 #       54202.00599951048    # -9.645161295205758 # 1093.5733633244602
   41.9 #       1092.6088471949395 #       54311.36333584293    # -9.644832929997186 # 1092.6088471949395
   42.0 #       1091.6443639019396 #       54420.62422056242    # -9.64450487114816  # 1091.6443639019396
   42.1 #       1090.6799134148248 #       54529.788656952616   # -9.64417711860335  # 1090.6799134148248
   42.2 #       1089.7154957029645 #       54638.8566482941     # -9.643849672307493 # 1089.7154957029645
   42.3 #       1088.7511107357338 #       54747.8281978644     # -9.643522532205374 # 1088.7511107357338
